PISTECYCLABLE_IDG|NOMVILLE|NOMDESTINATIONSHERBROOKE|NOMMTQ|REMARQUE|LARGEUR|TYPE_resolved|TYPEREVETEMENT_resolved|TYPEMTQ1_resolved|TYPEMTQ2_resolved|METHODECAPTAGEID_resolved|Shape_len00|_geometry
2856||AXE DORMAN| ||0,000000000000000|Voie partagée|Asphalte|Voie partagée|Chaussée désignée|Approximation|362,196524928745990|LINESTRING (-71.8915409355337 45.4298925031555,-71.8908578335692 45.4298933422707,-71.8903462658581 45.4298894030303,-71.8900092307494 45.4298867261889,-71.8898934215556 45.4298754251946,-71.8897833155563 45.4298513441814,-71.8896790791479 45.4298212597728,-71.8895841150255 45.4297766575169,-71.8894877604307 45.4297244458012,-71.8894498001658 45.4296977922242,-71.8893679452678 45.4296479451947,-71.8892479836677 45.4295655152774,-71.8890347181411 45.4294079562296,-71.8889729676873 45.4294417554699,-71.888925217807 45.4294575888073,-71.8888197612124 45.4294758183432,-71.8884131579861 45.4294824567516,-71.8877863050034 45.4294883815202,-71.8871824134224 45.4294982604773)
2857||AXE DORMAN| ||0,000000000000000|Voie partagée|Asphalte|Voie partagée|Chaussée désignée|Approximation|55,330600263507002|LINESTRING (-71.8915531000899 45.4303902518461,-71.8915409355337 45.4298925031555)
2858||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|33,272694639599003|LINESTRING (-71.9016573166159 45.4150660819496,-71.9014811862039 45.4147936304428)
2859||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|541,622768856238050|LINESTRING (-71.9070699505719 45.4230298340795,-71.9070575135053 45.4230097863736,-71.9068544470964 45.4227195459027,-71.9066630510225 45.4224833868361,-71.9064588099459 45.4222419054904,-71.9063195976489 45.4220790895882,-71.9061244263515 45.4218353182804,-71.9059731083677 45.4216377454481,-71.905833314215 45.4214457086639,-71.9056050530545 45.4211288702454,-71.9054605217083 45.4209167884318,-71.9053393732104 45.4207360397536,-71.905261904797 45.4206275611063,-71.9050786154245 45.4203745801593,-71.9048381445616 45.4200782362036,-71.9046391512559 45.4198616850605,-71.9044492119573 45.4196814395428,-71.9041422266881 45.4193758156359,-71.9039589227414 45.4191749709006,-71.9038245829499 45.4189993499611,-71.9037060748967 45.4188283485147,-71.9036816758937 45.4187899274404)
2860||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Voie partagée|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|16,556900859762401|LINESTRING (-71.9160882706547 45.440058175828,-71.9160279599229 45.4399153892906)
2861||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Bande cyclable (marquage)|Asphalte|Voie partagée|Chaussée désignée|Approximation|14,145695477069999|LINESTRING (-71.9160051587287 45.4401712007446,-71.9160882706547 45.440058175828)
2862||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Voie partagée|Asphalte|Voie partagée|Chaussée désignée|Approximation|1298,199370108960000|LINESTRING (-71.9135722276183 45.4502366936303,-71.9135647829129 45.4502267586907,-71.913563527335 45.4502139099006,-71.9135685908205 45.4501689615452,-71.9135621794224 45.4500515287994,-71.9135455492243 45.4499427909562,-71.9135091520813 45.4498274714654,-71.913460286822 45.4497320787971,-71.9133951909849 45.4496325091826,-71.9133160958789 45.4495294404673,-71.9131712083218 45.4493684306814,-71.9130804639632 45.4492863151042,-71.9129830092221 45.4492140756049,-71.9129018754147 45.4491685640773,-71.9128400435526 45.4491428624834,-71.9127754673538 45.4491166656902,-71.9126595447868 45.4490821054551,-71.912517612307 45.4490298696978,-71.912375455531 45.448968637983,-71.9122458549435 45.4488982522661,-71.9121288105626 45.4488187125895,-71.9118554838162 45.4486241237447,-71.9115041305946 45.4483765073064,-71.9111785653024 45.4481375696826,-71.9110480707517 45.4480311994202,-71.911004614933 45.4479862954251,-71.9109650261931 45.447932924587,-71.9109339449718 45.4478721040067,-71.9109200974155 45.4478049505883,-71.9109256462564 45.447735759625,-71.9109368561996 45.4476726312363,-71.9109736263824 45.4476091870542,-71.911005708285 45.4475419377039,-71.9112694345696 45.4471690047918,-71.9115168775074 45.4468375965813,-71.9118215214003 45.4464350732716,-71.9120823413867 45.4460854320137,-71.9121360478564 45.4460076502898,-71.9122362625987 45.4458423835439,-71.9123177210029 45.4456920370095,-71.9123803914895 45.4455553882144,-71.9124403755204 45.4453808265799,-71.9124790714213 45.445189389547,-71.9125117301256 45.4450347511908,-71.9125514947081 45.4448861448517,-71.9126252021351 45.4447040678328,-71.9127012580961 45.4445464440946,-71.9128153153931 45.4443785570562,-71.9129260475372 45.4442168318596,-71.9132931297952 45.4437381212802,-71.91381652182 45.4430392548351,-71.9142274400813 45.4425041371737,-71.9144263861438 45.4422544072045,-71.9147289703516 45.4418576406101,-71.9152978938698 45.4410856224598,-71.9160051587287 45.4401712007446)
2863||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|764,548646511192030|LINESTRING (-71.9148878984067 45.4383767983689,-71.9148794704206 45.4383646467323,-71.9147792751824 45.438225150383,-71.9146704962282 45.4380413703223,-71.9145862721974 45.4378509510081,-71.9145239006088 45.4376654441388,-71.9144781702952 45.4374681319583,-71.9144564519036 45.4372690735857,-71.914433828785 45.437087510634,-71.9144025269481 45.4369008269884,-71.9143753635453 45.4367114644915,-71.9143473769032 45.4365177928626,-71.9143064034623 45.4363266396789,-71.9142649138953 45.4361398841701,-71.914218977491 45.4359444640895,-71.9141693935578 45.4357488371916,-71.9141247579805 45.4355568564052,-71.9140715865572 45.4353286180464,-71.9140308205756 45.4351487643685,-71.9139799953598 45.4349054332861,-71.9139452265249 45.4347174785826,-71.9139104885527 45.4345394489102,-71.9138635662603 45.434359716362,-71.9138069872817 45.4341842966746,-71.9137302351694 45.4340030436447,-71.9136420730168 45.4338259991534,-71.9135440415717 45.4336580483288,-71.9134344229874 45.4334866953857,-71.9133203243217 45.4333227226189,-71.9132030847057 45.4331619201069,-71.9130789712559 45.4329929868218,-71.9129512826492 45.4328246735396,-71.9128240827175 45.4326544013729,-71.9126438003273 45.4324132379815,-71.9126429812362 45.4324121682838,-71.9125820692803 45.4323312596206,-71.912453917497 45.4321575793416,-71.9123408138954 45.4320112394698,-71.9123404054778 45.4320107495988,-71.9122056387673 45.4318474722104)
2864||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|453,468126959117000|LINESTRING (-71.9009184333376 45.4133500615815,-71.9009176811556 45.4133453222437,-71.900916940469 45.4133405827648,-71.9009162125328 45.4133358422297,-71.9009154973469 45.4133311006383,-71.9009147949113 45.4133263579906,-71.9009141039488 45.4133216143023,-71.9009134257366 45.4133168695578,-71.900912760297 45.4133121246565,-71.9009121075855 45.4133073777994,-71.9009114663693 45.4133026308013,-71.9009108379035 45.4132978827468,-71.9009102222101 45.4132931345357,-71.9009096192671 45.4132883852683,-71.9009090277972 45.4132836349603,-71.9009084490775 45.4132788835961,-71.9009078831305 45.4132741320751,-71.9009073299337 45.4132693794979,-71.9009067882322 45.4132646267797,-71.9009062605582 45.4132598729895,-71.90090574308 45.4132551181743,-71.9009052396516 45.4132503631868,-71.9009047489735 45.4132456071431,-71.9009042697907 45.4132408509583,-71.9009038033582 45.4132360937173,-71.9009033496759 45.4132313354199,-71.9009029075111 45.4132265778812,-71.9009024793516 45.4132218183709,-71.9009020627097 45.4132170596192,-71.9009016575185 45.4132122989273,-71.9009012663992 45.4132075389626,-71.900900886753 45.4132027779573,-71.9009005211566 45.4131980167797,-71.9009001670331 45.4131932545615,-71.9008998244049 45.4131884922022,-71.9008994958264 45.4131837296706,-71.9008991787209 45.4131789660984,-71.9008988743879 45.4131742023695,-71.9008985828274 45.413169438484,-71.9008983027621 45.4131646744574,-71.9008980367242 45.4131599093589,-71.9008977821816 45.4131551441193,-71.9008975404115 45.4131503787231,-71.9008973101366 45.4131456131858,-71.9008970939113 45.4131408474763,-71.9008968891591 45.4131360807261,-71.9008966972015 45.4131313147188,-71.9008965179942 45.4131265476552,-71.9008963515815 45.4131217813346,-71.9008961966418 45.4131170139733,-71.9008960544745 45.4131122464554,-71.9008959250797 45.4131074787808,-71.9008958084573 45.4131027109494,-71.9008957033301 45.4130979429771,-71.9008956109753 45.4130931748481,-71.9008955326925 45.4130884074464,-71.9008954646053 45.4130836390197,-71.9008954105678 45.4130788704206,-71.9008953680477 45.4130741025802,-71.9008953382777 45.4130693336834,-71.9008953213024 45.4130645655296,-71.9008953170996 45.4130597972191,-71.9008953256691 45.4130550287519,-71.9008953457338 45.4130502601437,-71.9008953785931 45.4130454922784,-71.9008954242026 45.4130407233568,-71.9008954813294 45.4130359551938,-71.9008955525059 45.4130311868585,-71.9008956351998 45.4130264192817,-71.9008957306661 45.4130216515482,-71.9008958389047 45.4130168836581,-71.9008959586384 45.4130121156269,-71.9008919186572 45.4125702525535,-71.9008918521606 45.4125654967049,-71.9008917601196 45.4125607411697,-71.9008916438112 45.4125559859321,-71.9008915032355 45.4125512309923,-71.900891337093 45.4125464754662,-71.9008911467278 45.4125417220369,-71.900890932073 45.4125369680058,-71.9008906931732 45.4125322151719,-71.900890428729 45.4125274626514,-71.9008901400174 45.4125227104285,-71.9008898270608 45.4125179594029,-71.9008894898593 45.4125132095746,-71.9008891271132 45.4125084600596,-71.9008887401222 45.4125037117419,-71.9008883288862 45.4124989646215,-71.9008878934052 45.4124942186983,-71.900887432402 45.412489473988,-71.9008869471316 45.4124847295754,-71.9008864376385 45.4124799872597,-71.9008859026232 45.4124752461569,-71.9008853446402 45.4124705062357,-71.9008847611573 45.412465768427,-71.9008841534071 45.412461030916,-71.9008835214566 45.4124562964015,-71.9008828639616 45.4124515622002,-71.9008821822662 45.4124468309955,-71.9008814763259 45.4124421009879,-71.9008807461407 45.4124373721777,-71.9008799917551 45.4124326463638,-71.9008792131246 45.4124279217473,-71.9008784089942 45.4124231992432,-71.9008775806635 45.4124184797356,-71.9008767280878 45.4124137614252,-71.9008758512895 45.4124090452117,-71.9008749502909 45.4124043319946,-71.9008740237924 45.41239962089,-71.9008730743485 45.4123949118665,-71.9008720994271 45.4123902058552,-71.9008711015602 45.4123855019251,-71.9008700782158 45.4123808010071,-71.9008690306488 45.4123761021858,-71.9008679588815 45.4123714063611,-71.9008668629139 45.4123667135327,-71.9008657414687 45.4123620237165,-71.9008645970782 45.4123573359814,-71.9008634285096 45.4123526521423,-71.9008622357184 45.4123479704,-71.900861017472 45.4123432925695,-71.9008597763025 45.4123386177196,-71.9008585109327 45.4123339458663,-71.9008572213627 45.4123292770093,-71.9008559063373 45.412324612064,-71.900854568389 45.4123199500994,-71.9008532062626 45.4123152920309,-71.9008518199359 45.4123106369588,-71.9008504094313 45.4123059857826,-71.9008489747486 45.4123013385025,-71.9008475158657 45.4122966942188,-71.9008460341043 45.412292054715,-71.9008445268654 45.4122874182233,-71.9008429967258 45.4122827856119,-71.9008414411531 45.4122781578118,-71.9008398626576 45.4122735329924,-71.9008382600063 45.4122689129686,-71.9008366344542 45.4122642968251,-71.9008349834692 45.4122596854929,-71.9008333095612 45.4122550771414,-71.9008316115198 45.4122504744851,-71.9008298905777 45.4122458757091,-71.9008281441804 45.4122412808447,-71.9008263749047 45.4122366907603,-71.9008245827505 45.4122321054557,-71.9008227651634 45.4122275249624,-71.9008209246978 45.412222949249,-71.9008190613316 45.412218377416,-71.9008171725547 45.4122138112937,-71.9008152621766 45.4122092499357,-71.9008133263657 45.4122046933889,-71.9008113676763 45.412200141622,-71.9008093861085 45.4121955946351,-71.9008073804074 45.4121910533432,-71.9008063143503 45.4121877765283,-71.9008052330335 45.4121845026001,-71.9008041339024 45.41218123159,-71.9008030195116 45.4121779634666,-71.9008018885615 45.412174697346,-71.9008007410745 45.4121714341279,-71.9007995770727 45.4121681747118,-71.9007983965117 45.4121649172985,-71.900797199436 45.4121616636872,-71.9007959870782 45.4121584120631,-71.9007947582057 45.4121551642409,-71.9007935115191 45.4121519193368,-71.9007922495727 45.4121486773195,-71.9007909723665 45.4121454381889,-71.9007896773684 45.412142202876,-71.9007883671106 45.4121389704498,-71.9007870403381 45.4121357418256,-71.9007856970286 45.4121325161039,-71.9007843384816 45.4121292941684,-71.9007829621204 45.412126075151,-71.900781571799 45.4121228599043,-71.9007801636634 45.4121196475757,-71.9007787402903 45.4121164390334,-71.9007773004025 45.412113234293,-71.9007758440001 45.4121100333547,-71.9007743723379 45.4121068353031,-71.9007728841832 45.4121036419531,-71.9007713794917 45.4121004515055,-71.9007698595626 45.4120972648442,-71.9007683243961 45.4120940819692,-71.90076677146 45.4120909038114,-71.9007652045413 45.4120877285248,-71.9007636198531 45.4120845579553,-71.9007620199051 45.4120813902726,-71.9007604047419 45.4120782272758,-71.9007587730862 45.4120750689806,-71.9007571261709 45.4120719135721,-71.9007554627632 45.4120687628652,-71.9007537841402 45.4120656168442,-71.9007520889804 45.4120624737255,-71.9007503786276 45.4120593361924,-71.9007486517379 45.4120562015616,-71.9007469096553 45.4120530725164,-71.9007451523352 45.4120499472574,-71.9007433797999 45.4120468266844,-71.90074159075 45.4120437099133,-71.9007397852077 45.4120405978438,-71.9007379657274 45.4120374904445,-71.9007361297547 45.4120343877468,-71.9007342785668 45.412031289735,-71.9007324108866 45.4120281964247,-71.9007305292461 45.4120251068851,-71.9007286311355 45.4120220229466,-71.9007267178097 45.412018943694,-71.9007247892466 45.4120158682277,-71.9007228442132 45.4120127983626,-71.9007208852419 45.4120097331677,-71.9007189098005 45.4120066735739,-71.9007169191439 45.412003618666,-71.9007149132722 45.412000568444,-71.9007128921853 45.4119975229079,-71.9007108559055 45.4119944829573,-71.9007088044105 45.4119914476925,-71.9007067377226 45.4119884180132,-71.9007046558196 45.4119853930198,-71.9007025587237 45.4119823736119,-71.9007004464126 45.4119793588899,-71.9006983201859 45.4119763497376,-71.900696177489 45.4119733461865,-71.9006940195769 45.4119703473213,-71.9006918477715 45.4119673549255,-71.9006896594736 45.4119643672312,-71.9006874572601 45.4119613851067,-71.9006852398537 45.4119584085676,-71.9006830072545 45.411955437614,-71.9006807594401 45.4119524713463,-71.9006784977322 45.411949511548,-71.9006762208315 45.4119465573352,-71.9006739287379 45.4119436087078,-71.9006716227508 45.4119406665498,-71.9006693015486 45.4119377290776,-71.9006669651758 45.4119347980905,-71.9006646136101 45.4119318726889,-71.900662249406 45.4119289528413,-71.900659868754 45.4119260394945,-71.9006574741864 45.4119231317175,-71.9006550644258 45.4119202295259,-71.9006526407719 45.4119173338037,-71.9006502019474 45.4119144445665,-71.9006477492071 45.4119115608992,-71.9006452825735 45.4119086837012,-71.900642800747 45.4119058120886,-71.9006403050271 45.4119029469454,-71.9006377941366 45.4119000882872,-71.9006352693526 45.4118972360984,-71.900632730653 45.4118943894794,-71.9006301767828 45.4118915493454,-71.9006276090192 45.4118887156808,-71.9006250273622 45.4118858884856,-71.9006224318118 45.4118830677597,-71.9006198210908 45.4118802535188,-71.9006171977758 45.4118774466312,-71.900614559268 45.4118746453291,-71.9006119068668 45.4118718504963,-71.9006092405722 45.4118690621329,-71.9006065604064 45.4118662811384,-71.90060386507 45.4118635066289,-71.9006011571175 45.4118607385731,-71.9005984352937 45.4118579778863,-71.9005956995766 45.4118552236688,-71.9005929499662 45.4118524759207,-71.9005901864845 45.4118497355415,-71.9005874091095 45.4118470016316,-71.9005846178633 45.4118442750908,-71.900581814001 45.4118415550035,-71.9005789949903 45.4118388423009,-71.9005761633634 45.411836136052,-71.9005733178654 45.411833437172,-71.9005704597734 45.4118307456452,-71.9005675865331 45.4118280615031,-71.9005647006766 45.4118253838146,-71.9005618022262 45.4118227134794,-71.9005588886497 45.4118200514284,-71.9005559637342 45.4118173958154,-71.9005530236482 45.4118147466874,-71.9005500709904 45.4118121058122,-71.9005471057387 45.4118094722903,-71.9005441266159 45.4118068461374,-71.9005411348992 45.4118042273376,-71.9005381293113 45.4118016159068,-71.9005351111518 45.4117990127289,-71.9005320790988 45.4117964160203,-71.9005290344742 45.4117938275645,-71.9005259772557 45.411791246462,-71.9005229074432 45.4117886727127,-71.9005198237819 45.4117861072319,-71.9005167275266 45.4117835491044,-71.9005136186774 45.4117809983301,-71.9005104972565 45.4117784558087,-71.9005073619645 45.4117759206562,-71.900504215378 45.4117733937408,-71.900499800222 45.4117700950041,-71.9004953674523 45.4117668072815,-71.9004909183686 45.4117635314571,-71.9004864516712 45.4117602666467,-71.900481969937 45.4117570137188,-71.9004774705669 45.4117537709055,-71.9004729536277 45.4117505409055,-71.9004684216294 45.4117473218883,-71.9004638720397 45.4117441147849,-71.9004593073909 45.4117409186643,-71.9004547251508 45.4117377344574,-71.9004501278737 45.4117345621329,-71.9004455129831 45.4117314008225,-71.9004408830555 45.4117282513946,-71.9004362355588 45.4117251147799,-71.900431573003 45.4117219891481,-71.9004268941331 45.4117188754143,-71.9004222002262 45.411715773563,-71.9004174900275 45.4117126845092,-71.9004127634923 45.411709606454,-71.9004080206653 45.4117065411963,-71.9004032640786 45.4117034878054,-71.9003984899005 45.4117004463282,-71.9003937006855 45.4116974167334,-71.9003888964558 45.4116943999205,-71.9003840771892 45.4116913949901,-71.9003792416307 45.4116884028572,-71.9003743910353 45.4116854226067,-71.9003695254029 45.4116824542386,-71.9003646447781 45.4116794995521,-71.9003597478169 45.411676555864,-71.9003548371405 45.4116736258417,-71.9003499101499 45.4116707077175,-71.9003449694218 45.4116678023596,-71.9003400136791 45.4116649097836,-71.9003350428994 45.41166202909,-71.900330057105 45.4116591611784,-71.9003250575953 45.4116563069326,-71.9003200417715 45.4116534645848,-71.9003150134874 45.4116506349876,-71.9003099689337 45.4116478190877,-71.9003049106202 45.4116450150544,-71.9002998385914 45.4116422246869,-71.9002947515257 45.4116394462019,-71.9002896507447 45.4116366813826,-71.900284534949 45.4116339293453,-71.9002794054381 45.4116311909739,-71.9002742621674 45.4116284644691,-71.9002691052036 45.4116257525298,-71.9002639344802 45.4116230524572,-71.9002587487642 45.411620366066,-71.9002535506101 45.411617693325,-71.9002483387186 45.4116150333503,-71.9002431118123 45.4116123861575,-71.9002378724679 45.4116097526149,-71.9002326194083 45.4116071327381,-71.9002273539106 45.4116045265115,-71.9002220733981 45.4116019330668,-71.9002167804475 45.4115993532723,-71.9002114750589 45.4115967871279,-71.9002061546777 45.4115942346651,-71.9002008231135 45.4115916949371,-71.9001954778561 45.4115891697746,-71.9001901188613 45.4115866573783,-71.9001847487277 45.4115841595161,-71.9001793648567 45.4115816744201,-71.9001739672925 45.4115792038895,-71.9001685585452 45.4115767460938,-71.9001631361049 45.4115743028636,-71.9001577025036 45.4115718732678,-71.900152255187 45.4115694573378,-71.9001467967317 45.4115670559419,-71.9001413258161 45.4115646672966,-71.9001358412074 45.4115622932167,-71.90013034546 45.4115599336708,-71.9001248385294 45.4115575868599,-71.900119317928 45.4115552555139,-71.9001137861434 45.4115529369028,-71.9001082432201 45.4115506328258,-71.9001026878809 45.4115483432985,-71.9000971213808 45.4115460674057,-71.9000915424647 45.4115438060626,-71.9000859523878 45.4115415583539,-71.9000803499171 45.4115393260946,-71.9000747375405 45.4115371065545,-71.9000691127701 45.4115349024637,-71.9000580792547 45.4115309640599,-71.9000470420426 45.4115270310995,-71.9000359998787 45.4115231044978,-71.9000249540404 45.411519184239,-71.9000139032059 45.4115152685398,-71.9000028499742 45.4115113591679,-71.8999917905135 45.4115074561703,-71.899980728611 45.4115035577009,-71.8999696617791 45.4114996664897,-71.8999585912282 45.4114957798224,-71.8999475157478 45.4114919004132,-71.8999364365485 45.411488025548,-71.8999253536746 45.4114841570256,-71.8999142658268 45.4114802939624,-71.8999031743045 45.4114764372422,-71.8998920790854 45.4114725859653,-71.8998809801917 45.4114687410314,-71.8998698763242 45.4114649015566,-71.899858768782 45.4114610684248,-71.899847656266 45.411457240752,-71.8998365413303 45.411453418507,-71.8998254214429 45.4114496026206,-71.899814297881 45.4114457930772,-71.8998031693228 45.4114419880933,-71.8997920371124 45.4114381903519,-71.8997809011829 45.4114343971543,-71.8997697616011 45.4114306111993,-71.8997586170231 45.4114268298037,-71.8997474687705 45.4114230547512,-71.8997363168434 45.4114192860415,-71.8997251612194 45.4114155227753,-71.8995249498997 45.4113674133338,-71.8993348925675 45.411321761723,-71.8991299457473 45.4112841480009,-71.8989213416292 45.4112603555832,-71.8987356568045 45.4112520566345,-71.8983100278454 45.4112380299148,-71.8978515084659 45.4112206697767,-71.8974391843052 45.4112063149803,-71.8974376912716 45.4112062819579,-71.8974361996263 45.4112062534178,-71.8974347067924 45.4112062284917,-71.8974332127702 45.4112062071796,-71.8974317201138 45.4112061894501,-71.8974302275685 45.4112061762186,-71.8974287338346 45.4112061666011,-71.8974272401896 45.4112061605819,-71.8974257479105 45.4112061581454,-71.8974242544651 45.4112061602225,-71.8974227610863 45.4112061649983,-71.8974212678184 45.4112061742721,-71.8974197746615 45.4112061880437,-71.8974182815712 45.4112062045142,-71.8974167885918 45.4112062254825,-71.8974152957011 45.4112062500492,-71.8974138028992 45.4112062782142,-71.8974123102082 45.4112063108772,-71.897410817606 45.4112063471385,-71.8974093263697 45.4112063869825,-71.897407833945 45.4112064304405,-71.8974063416313 45.4112064783964,-71.8974048506612 45.4112065290354,-71.8974033598022 45.4112065841723,-71.897401869054 45.4112066438072,-71.8974003783725 45.4112067061408,-71.8973988878018 45.4112067729724,-71.8973973973199 45.4112068434023,-71.897395908204 45.4112069174149,-71.8973944191768 45.4112069950258,-71.8973929302605 45.4112070771347,-71.897391441433 45.4112071628419,-71.8973899539715 45.4112072521318,-71.8973884666208 45.4112073459197,-71.8973869793368 45.4112074424062,-71.8973854934408 45.4112075433751,-71.8973840076336 45.4112076479424,-71.8973825219152 45.4112077561079,-71.8973810375849 45.4112078687558,-71.8973795533433 45.411207985002,-71.8973780704677 45.411208104831,-71.8973765876808 45.4112082282582,-71.8973751049827 45.4112083552838,-71.8973736236727 45.4112084867917,-71.8973721424514 45.411208621898,-71.8973706625961 45.4112087605869,-71.8973691828517 45.4112089037738,-71.8973677044511 45.4112090496438,-71.8973662261614 45.4112092000117,-71.8973647492377 45.4112093539624,-71.8973632724026 45.4112095115113,-71.8972378718271 45.4112382936317)
2865||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|443,856635786257020|LINESTRING (-71.9036816758937 45.4187899274404,-71.9036454804568 45.418737420966,-71.9036271157195 45.4187101109712,-71.903382602813 45.418347289605,-71.9033090651272 45.4182347740089,-71.9032500399767 45.4181443704737,-71.9031095629013 45.4179225361761,-71.903055304141 45.4178366632608,-71.903009962073 45.4177562788033,-71.9029531626232 45.4176215692496,-71.9029352914819 45.4175765519273,-71.9029133735526 45.4175184724536,-71.9028741736705 45.4174016014445,-71.9028502636542 45.4173383011436,-71.9027860734742 45.4171896120721,-71.9027128204951 45.4170508688494,-71.9026406925102 45.4169199783369,-71.9025312061538 45.4167089074158,-71.9024549363254 45.4165610224932,-71.9022753160224 45.4162242814235,-71.9021528752582 45.4159786228759,-71.9020736205668 45.4158229059503,-71.9019901888456 45.4156488848935,-71.901892280331 45.4154540612383,-71.9017762351562 45.415252702163,-71.9016573166159 45.4150660819496)
2866||| ||3,000000000000000|Bande cyclable (marquage)|Béton|Piste cyclable|Piste cyclable sur rue|Approximation|1,876884071679590|LINESTRING (-71.8894452003063 45.4147831839258,-71.8894309462346 45.4147712371282,-71.8894296264717 45.4147703542245)
